蛤蛤蛤我是誰我在哪
community cards of this round: ['H7', 'S4', 'D6', 'DT', 'D5']
name: baseline1, hole_card: ['DJ', 'HA']
name: strong1, hole_card: ['HA', 'C5']
name: b10204022, hole_card: ['C7', 'D9']
name: strong1, hole_card: ['HA', 'C5']
name: b10204022, hole_card: ['C7', 'D9']
community cards of this round: ['HK', 'S6', 'S3', 'SK', 'HJ']
name: strong1, hole_card: ['S9', 'D9']
name: b10204022, hole_card: ['HA', 'H2']
name: strong1, hole_card: ['S9', 'D9']
name: b10204022, hole_card: ['HA', 'H2']
name: strong1, hole_card: ['S9', 'D9']
name: b10204022, hole_card: ['HA', 'H2']
name: strong1, hole_card: ['S9', 'D9']
name: b10204022, hole_card: ['HA', 'H2']
community cards of this round: ['H7', 'S9', 'C2', 'S6', 'SA']
name: strong1, hole_card: ['HQ', 'ST']
name: b10204022, hole_card: ['D8', 'S8']
name: strong1, hole_card: ['HQ', 'ST']
name: b10204022, hole_card: ['D8', 'S8']
name: strong1, hole_card: ['HQ', 'ST']
name: b10204022, hole_card: ['D8', 'S8']
name: strong1, hole_card: ['HQ', 'ST']
name: b10204022, hole_card: ['D8', 'S8']
name: strong1, hole_card: ['HQ', 'ST']
name: b10204022, hole_card: ['D8', 'S8']
b10204022 vs strong1 - Game 3: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'strong1', 'uuid': 'ydtipgcvhxjecdgvzyikdn', 'stack': 0, 'state': 'folded'}, {'name': 'b10204022', 'uuid': 'wncwginwslcuhufyrawkcx', 'stack': 1998.2245037729633, 'state': 'participating'}]}
蛤蛤蛤我是誰我在哪
community cards of this round: ['CT', 'DQ', 'H6', 'S2', 'SK']
name: b10204022, hole_card: ['H8', 'D3']
name: strong1, hole_card: ['C4', 'S4']
name: b10204022, hole_card: ['H8', 'D3']
name: strong1, hole_card: ['C4', 'S4']
name: b10204022, hole_card: ['H8', 'D3']
name: strong1, hole_card: ['C4', 'S4']
name: b10204022, hole_card: ['H8', 'D3']
name: strong1, hole_card: ['C4', 'S4']
community cards of this round: ['HJ', 'DJ', 'S6', 'D2', 'D3']
name: b10204022, hole_card: ['H3', 'CA']
name: strong1, hole_card: ['HK', 'D5']
name: b10204022, hole_card: ['H3', 'CA']
name: strong1, hole_card: ['HK', 'D5']
name: b10204022, hole_card: ['H3', 'CA']
name: strong1, hole_card: ['HK', 'D5']
community cards of this round: ['CK', 'D2', 'CQ', 'C5', 'C6']
name: b10204022, hole_card: ['DQ', 'HT']
name: strong1, hole_card: ['H4', 'HA']
name: b10204022, hole_card: ['DQ', 'HT']
name: strong1, hole_card: ['H4', 'HA']
community cards of this round: ['S5', 'H2', 'H5', 'DT', 'S6']
name: b10204022, hole_card: ['S2', 'CJ']
name: strong1, hole_card: ['DK', 'C8']
name: b10204022, hole_card: ['S2', 'CJ']
name: strong1, hole_card: ['DK', 'C8']
name: b10204022, hole_card: ['S2', 'CJ']
name: strong1, hole_card: ['DK', 'C8']
community cards of this round: ['D9', 'H8', 'H7', 'D5', 'C9']
name: b10204022, hole_card: ['H5', 'D2']
name: strong1, hole_card: ['CA', 'SJ']
name: b10204022, hole_card: ['H5', 'D2']
name: strong1, hole_card: ['CA', 'SJ']
community cards of this round: ['H3', 'S8', 'H8', 'SA', 'H7']
name: b10204022, hole_card: ['D6', 'S3']
name: strong1, hole_card: ['C8', 'DA']
name: b10204022, hole_card: ['D6', 'S3']
name: strong1, hole_card: ['C8', 'DA']
name: b10204022, hole_card: ['D6', 'S3']
name: strong1, hole_card: ['C8', 'DA']
name: b10204022, hole_card: ['D6', 'S3']
name: strong1, hole_card: ['C8', 'DA']
name: b10204022, hole_card: ['D6', 'S3']
name: strong1, hole_card: ['C8', 'DA']
name: b10204022, hole_card: ['D6', 'S3']
name: strong1, hole_card: ['C8', 'DA']
community cards of this round: ['SQ', 'S6', 'D7', 'HT', 'D3']
name: b10204022, hole_card: ['S9', 'H8']
name: strong1, hole_card: ['CQ', 'CJ']
name: b10204022, hole_card: ['S9', 'H8']
name: strong1, hole_card: ['CQ', 'CJ']
name: b10204022, hole_card: ['S9', 'H8']
name: strong1, hole_card: ['CQ', 'CJ']
name: b10204022, hole_card: ['S9', 'H8']
name: strong1, hole_card: ['CQ', 'CJ']
community cards of this round: ['H8', 'SA', 'S2', 'HT', 'D8']
name: b10204022, hole_card: ['H3', 'DT']
name: strong1, hole_card: ['D9', 'H2']
name: b10204022, hole_card: ['H3', 'DT']
name: strong1, hole_card: ['D9', 'H2']
name: b10204022, hole_card: ['H3', 'DT']
name: strong1, hole_card: ['D9', 'H2']
community cards of this round: ['D8', 'S6', 'S9', 'SQ', 'DJ']
name: b10204022, hole_card: ['H8', 'C4']
name: strong1, hole_card: ['D5', 'D7']
name: b10204022, hole_card: ['H8', 'C4']
name: strong1, hole_card: ['D5', 'D7']
community cards of this round: ['D6', 'D8', 'S8', 'DJ', 'D5']
name: b10204022, hole_card: ['HA', 'C5']
name: strong1, hole_card: ['C7', 'D9']
name: b10204022, hole_card: ['HA', 'C5']
name: strong1, hole_card: ['C7', 'D9']
name: b10204022, hole_card: ['HA', 'C5']
name: strong1, hole_card: ['C7', 'D9']
community cards of this round: ['HK', 'S6', 'S3', 'SK', 'HJ']
name: b10204022, hole_card: ['S9', 'D9']
name: strong1, hole_card: ['HA', 'H2']
name: b10204022, hole_card: ['S9', 'D9']
name: strong1, hole_card: ['HA', 'H2']
community cards of this round: ['H7', 'S9', 'C2', 'S6', 'SA']
name: b10204022, hole_card: ['HQ', 'ST']
name: strong1, hole_card: ['D8', 'S8']
name: b10204022, hole_card: ['HQ', 'ST']
name: strong1, hole_card: ['D8', 'S8']
name: b10204022, hole_card: ['HQ', 'ST']
name: strong1, hole_card: ['D8', 'S8']
name: b10204022, hole_card: ['HQ', 'ST']
name: strong1, hole_card: ['D8', 'S8']
community cards of this round: ['H2', 'D9', 'H8', 'S8', 'S2']
name: b10204022, hole_card: ['C9', 'ST']
name: strong1, hole_card: ['CK', 'SQ']
name: b10204022, hole_card: ['C9', 'ST']
name: strong1, hole_card: ['CK', 'SQ']
community cards of this round: ['C5', 'DQ', 'S5', 'C4', 'HK']
name: b10204022, hole_card: ['D8', 'S7']
name: strong1, hole_card: ['H8', 'CT']
name: b10204022, hole_card: ['D8', 'S7']
name: strong1, hole_card: ['H8', 'CT']
name: b10204022, hole_card: ['D8', 'S7']
name: strong1, hole_card: ['H8', 'CT']
community cards of this round: ['D4', 'C9', 'ST', 'HA', 'C7']
name: b10204022, hole_card: ['H4', 'HQ']
name: strong1, hole_card: ['H2', 'H6']
name: b10204022, hole_card: ['H4', 'HQ']
name: strong1, hole_card: ['H2', 'H6']
community cards of this round: ['C4', 'CJ', 'CT', 'S3', 'SA']
name: b10204022, hole_card: ['D9', 'SK']
name: strong1, hole_card: ['D4', 'D8']
name: b10204022, hole_card: ['D9', 'SK']
name: strong1, hole_card: ['D4', 'D8']
name: b10204022, hole_card: ['D9', 'SK']
name: strong1, hole_card: ['D4', 'D8']
name: b10204022, hole_card: ['D9', 'SK']
name: strong1, hole_card: ['D4', 'D8']
name: b10204022, hole_card: ['D9', 'SK']
name: strong1, hole_card: ['D4', 'D8']
name: b10204022, hole_card: ['D9', 'SK']
name: strong1, hole_card: ['D4', 'D8']
name: b10204022, hole_card: ['D9', 'SK']
name: strong1, hole_card: ['D4', 'D8']
community cards of this round: ['S2', 'SA', 'CA', 'S9', 'CK']
name: b10204022, hole_card: ['D2', 'HT']
name: strong1, hole_card: ['H5', 'H8']
name: b10204022, hole_card: ['D2', 'HT']
name: strong1, hole_card: ['H5', 'H8']
community cards of this round: ['C7', 'H7', 'SA', 'HQ', 'H2']
name: b10204022, hole_card: ['HA', 'DJ']
name: strong1, hole_card: ['H4', 'D8']
name: b10204022, hole_card: ['HA', 'DJ']
name: strong1, hole_card: ['H4', 'D8']
name: b10204022, hole_card: ['HA', 'DJ']
name: strong1, hole_card: ['H4', 'D8']
community cards of this round: ['S6', 'DK', 'CJ', 'S4', 'HJ']
name: b10204022, hole_card: ['CA', 'C2']
name: strong1, hole_card: ['D2', 'H9']
name: b10204022, hole_card: ['CA', 'C2']
name: strong1, hole_card: ['D2', 'H9']
community cards of this round: ['DJ', 'C5', 'D3', 'DK', 'D4']
name: b10204022, hole_card: ['H5', 'CT']
name: strong1, hole_card: ['D9', 'D7']
name: b10204022, hole_card: ['H5', 'CT']
name: strong1, hole_card: ['D9', 'D7']
name: b10204022, hole_card: ['H5', 'CT']
name: strong1, hole_card: ['D9', 'D7']
b10204022 vs strong1 - Game 4: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10204022', 'uuid': 'megtfzcgmbtpgylavumndr', 'stack': 70.0, 'state': 'participating'}, {'name': 'strong1', 'uuid': 'yfmbazhyorykvsynvurlng', 'stack': 1926.0, 'state': 'participating'}]}
b10204022 vs strong1 - Match Result: 1 games won, 0 points earned
蛤蛤蛤我是誰我在哪
community cards of this round: ['HA', 'D6', 'C9', 'H5', 'D9']
name: strong2, hole_card: ['HJ', 'CQ']
name: b10204022, hole_card: ['CJ', 'D4']
name: strong2, hole_card: ['HJ', 'CQ']
name: b10204022, hole_card: ['CJ', 'D4']
name: strong2, hole_card: ['HJ', 'CQ']
name: b10204022, hole_card: ['CJ', 'D4']
name: strong2, hole_card: ['HJ', 'CQ']
name: b10204022, hole_card: ['CJ', 'D4']
name: strong2, hole_card: ['HJ', 'CQ']
name: b10204022, hole_card: ['CJ', 'D4']
name: strong2, hole_card: ['HJ', 'CQ']
name: b10204022, hole_card: ['CJ', 'D4']
name: strong2, hole_card: ['HJ', 'CQ']
name: b10204022, hole_card: ['CJ', 'D4']
name: strong2, hole_card: ['HJ', 'CQ']
name: b10204022, hole_card: ['CJ', 'D4']
name: strong2, hole_card: ['HJ', 'CQ']
name: b10204022, hole_card: ['CJ', 'D4']
community cards of this round: ['D6', 'DJ', 'DQ', 'C5', 'D8']
name: strong2, hole_card: ['C6', 'C4']
name: b10204022, hole_card: ['D9', 'HK']
name: strong2, hole_card: ['C6', 'C4']
name: b10204022, hole_card: ['D9', 'HK']
name: strong2, hole_card: ['C6', 'C4']
name: b10204022, hole_card: ['D9', 'HK']
name: strong2, hole_card: ['C6', 'C4']
name: b10204022, hole_card: ['D9', 'HK']
community cards of this round: ['HA', 'DK', 'HJ', 'CQ', 'D2']
name: strong2, hole_card: ['D4', 'CJ']
name: b10204022, hole_card: ['H9', 'H8']
name: strong2, hole_card: ['D4', 'CJ']
name: b10204022, hole_card: ['H9', 'H8']
name: strong2, hole_card: ['D4', 'CJ']
name: b10204022, hole_card: ['H9', 'H8']
community cards of this round: ['H5', 'D3', 'S3', 'H8', 'H7']
name: strong2, hole_card: ['DA', 'H4']
name: b10204022, hole_card: ['C4', 'SA']
name: strong2, hole_card: ['DA', 'H4']
name: b10204022, hole_card: ['C4', 'SA']
name: strong2, hole_card: ['DA', 'H4']
name: b10204022, hole_card: ['C4', 'SA']
name: strong2, hole_card: ['DA', 'H4']
name: b10204022, hole_card: ['C4', 'SA']
community cards of this round: ['HJ', 'H3', 'HK', 'H5', 'S9']
name: strong2, hole_card: ['C8', 'SK']
name: b10204022, hole_card: ['S4', 'D6']
name: strong2, hole_card: ['C8', 'SK']
name: b10204022, hole_card: ['S4', 'D6']
name: strong2, hole_card: ['C8', 'SK']
name: b10204022, hole_card: ['S4', 'D6']
name: strong2, hole_card: ['C8', 'SK']
name: b10204022, hole_card: ['S4', 'D6']
name: strong2, hole_card: ['C8', 'SK']
name: b10204022, hole_card: ['S4', 'D6']
name: strong2, hole_card: ['C8', 'SK']
name: b10204022, hole_card: ['S4', 'D6']
name: strong2, hole_card: ['C8', 'SK']
name: b10204022, hole_card: ['S4', 'D6']
name: strong2, hole_card: ['C8', 'SK']
name: b10204022, hole_card: ['S4', 'D6']
name: strong2, hole_card: ['C8', 'SK']
name: b10204022, hole_card: ['S4', 'D6']
community cards of this round: ['S5', 'CA', 'H3', 'DJ', 'DA']
name: strong2, hole_card: ['SK', 'S2']
name: b10204022, hole_card: ['S3', 'C2']
name: strong2, hole_card: ['SK', 'S2']
name: b10204022, hole_card: ['S3', 'C2']
name: strong2, hole_card: ['SK', 'S2']
name: b10204022, hole_card: ['S3', 'C2']
name: strong2, hole_card: ['SK', 'S2']
name: b10204022, hole_card: ['S3', 'C2']
name: strong2, hole_card: ['SK', 'S2']
name: b10204022, hole_card: ['S3', 'C2']
name: strong2, hole_card: ['SK', 'S2']
name: b10204022, hole_card: ['S3', 'C2']
community cards of this round: ['S9', 'H6', 'HJ', 'H7', 'D6']
name: strong2, hole_card: ['H8', 'CT']
name: b10204022, hole_card: ['S4', 'CQ']
name: strong2, hole_card: ['H8', 'CT']
name: b10204022, hole_card: ['S4', 'CQ']
name: strong2, hole_card: ['H8', 'CT']
name: b10204022, hole_card: ['S4', 'CQ']
community cards of this round: ['S5', 'D5', 'C6', 'D3', 'S3']
name: strong2, hole_card: ['H3', 'H7']
name: b10204022, hole_card: ['S2', 'SQ']
name: strong2, hole_card: ['H3', 'H7']
name: b10204022, hole_card: ['S2', 'SQ']
name: strong2, hole_card: ['H3', 'H7']
name: b10204022, hole_card: ['S2', 'SQ']
name: strong2, hole_card: ['H3', 'H7']
name: b10204022, hole_card: ['S2', 'SQ']
community cards of this round: ['DT', 'C7', 'H8', 'S7', 'H9']
name: strong2, hole_card: ['H7', 'HT']
name: b10204022, hole_card: ['HJ', 'S8']
name: strong2, hole_card: ['H7', 'HT']
name: b10204022, hole_card: ['HJ', 'S8']
name: strong2, hole_card: ['H7', 'HT']
name: b10204022, hole_card: ['HJ', 'S8']
community cards of this round: ['D2', 'SA', 'D6', 'C3', 'C9']
name: strong2, hole_card: ['S9', 'H7']
name: b10204022, hole_card: ['CQ', 'DQ']
name: strong2, hole_card: ['S9', 'H7']
name: b10204022, hole_card: ['CQ', 'DQ']
name: strong2, hole_card: ['S9', 'H7']
name: b10204022, hole_card: ['CQ', 'DQ']
name: strong2, hole_card: ['S9', 'H7']
name: b10204022, hole_card: ['CQ', 'DQ']
community cards of this round: ['HA', 'D9', 'D2', 'S8', 'H7']
name: strong2, hole_card: ['D7', 'H3']
name: b10204022, hole_card: ['C9', 'DQ']
name: strong2, hole_card: ['D7', 'H3']
name: b10204022, hole_card: ['C9', 'DQ']
name: strong2, hole_card: ['D7', 'H3']
name: b10204022, hole_card: ['C9', 'DQ']
community cards of this round: ['SQ', 'C9', 'HA', 'S7', 'S4']
name: strong2, hole_card: ['C4', 'S2']
name: b10204022, hole_card: ['D6', 'HK']
name: strong2, hole_card: ['C4', 'S2']
name: b10204022, hole_card: ['D6', 'HK']
community cards of this round: ['DK', 'C4', 'SA', 'DJ', 'D9']
name: strong2, hole_card: ['CJ', 'C6']
name: b10204022, hole_card: ['H9', 'S3']
name: strong2, hole_card: ['CJ', 'C6']
name: b10204022, hole_card: ['H9', 'S3']
name: strong2, hole_card: ['CJ', 'C6']
name: b10204022, hole_card: ['H9', 'S3']
community cards of this round: ['D4', 'S3', 'CQ', 'D3', 'S5']
name: strong2, hole_card: ['HQ', 'HA']
name: b10204022, hole_card: ['SA', 'SJ']
name: strong2, hole_card: ['HQ', 'HA']
name: b10204022, hole_card: ['SA', 'SJ']
name: strong2, hole_card: ['HQ', 'HA']
name: b10204022, hole_card: ['SA', 'SJ']
name: strong2, hole_card: ['HQ', 'HA']
name: b10204022, hole_card: ['SA', 'SJ']
name: strong2, hole_card: ['HQ', 'HA']
name: b10204022, hole_card: ['SA', 'SJ']
name: strong2, hole_card: ['HQ', 'HA']
name: b10204022, hole_card: ['SA', 'SJ']
community cards of this round: ['C2', 'H9', 'CQ', 'HQ', 'DT']
name: strong2, hole_card: ['S9', 'D5']
name: b10204022, hole_card: ['CT', 'S8']
name: strong2, hole_card: ['S9', 'D5']
name: b10204022, hole_card: ['CT', 'S8']
name: strong2, hole_card: ['S9', 'D5']
name: b10204022, hole_card: ['CT', 'S8']
community cards of this round: ['H8', 'CQ', 'D6', 'D5', 'D4']
name: strong2, hole_card: ['SJ', 'C5']
name: b10204022, hole_card: ['C9', 'DT']
name: strong2, hole_card: ['SJ', 'C5']
name: b10204022, hole_card: ['C9', 'DT']
community cards of this round: ['CA', 'HK', 'C5', 'C2', 'SJ']
name: strong2, hole_card: ['HT', 'D5']
name: b10204022, hole_card: ['DA', 'D8']
name: strong2, hole_card: ['HT', 'D5']
name: b10204022, hole_card: ['DA', 'D8']
name: strong2, hole_card: ['HT', 'D5']
name: b10204022, hole_card: ['DA', 'D8']
community cards of this round: ['DK', 'H8', 'C3', 'S2', 'D4']
name: strong2, hole_card: ['D6', 'S4']
name: b10204022, hole_card: ['S7', 'C5']
name: strong2, hole_card: ['D6', 'S4']
name: b10204022, hole_card: ['S7', 'C5']
community cards of this round: ['H4', 'DJ', 'D8', 'C2', 'D6']
name: strong2, hole_card: ['HQ', 'H9']
name: b10204022, hole_card: ['C6', 'SK']
name: strong2, hole_card: ['HQ', 'H9']
name: b10204022, hole_card: ['C6', 'SK']
name: strong2, hole_card: ['HQ', 'H9']
name: b10204022, hole_card: ['C6', 'SK']
community cards of this round: ['HQ', 'CA', 'DA', 'ST', 'HA']
name: strong2, hole_card: ['S9', 'HJ']
name: b10204022, hole_card: ['C9', 'SJ']
name: strong2, hole_card: ['S9', 'HJ']
name: b10204022, hole_card: ['C9', 'SJ']
b10204022 vs strong2 - Game 1: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'strong2', 'uuid': 'lakqfcakfafdkmlajacdyk', 'stack': 1865, 'state': 'participating'}, {'name': 'b10204022', 'uuid': 'lysrqsigoazwjejqlbqfap', 'stack': 130.0, 'state': 'participating'}]}
蛤蛤蛤我是誰我在哪
community cards of this round: ['HA', 'D6', 'C9', 'H5', 'D9']
name: b10204022, hole_card: ['HJ', 'CQ']
name: strong2, hole_card: ['CJ', 'D4']
name: b10204022, hole_card: ['HJ', 'CQ']
name: strong2, hole_card: ['CJ', 'D4']
name: b10204022, hole_card: ['HJ', 'CQ']
name: strong2, hole_card: ['CJ', 'D4']
name: b10204022, hole_card: ['HJ', 'CQ']
name: strong2, hole_card: ['CJ', 'D4']
community cards of this round: ['D6', 'DJ', 'DQ', 'C5', 'D8']
name: b10204022, hole_card: ['C6', 'C4']
name: strong2, hole_card: ['D9', 'HK']
name: b10204022, hole_card: ['C6', 'C4']
name: strong2, hole_card: ['D9', 'HK']
name: b10204022, hole_card: ['C6', 'C4']
name: strong2, hole_card: ['D9', 'HK']
name: b10204022, hole_card: ['C6', 'C4']
name: strong2, hole_card: ['D9', 'HK']
name: b10204022, hole_card: ['C6', 'C4']
name: strong2, hole_card: ['D9', 'HK']
name: b10204022, hole_card: ['C6', 'C4']
name: strong2, hole_card: ['D9', 'HK']
name: b10204022, hole_card: ['C6', 'C4']
name: strong2, hole_card: ['D9', 'HK']
name: b10204022, hole_card: ['C6', 'C4']
name: strong2, hole_card: ['D9', 'HK']
name: b10204022, hole_card: ['C6', 'C4']
name: strong2, hole_card: ['D9', 'HK']
name: b10204022, hole_card: ['C6', 'C4']
name: strong2, hole_card: ['D9', 'HK']
community cards of this round: ['HA', 'DK', 'HJ', 'CQ', 'D2']
name: b10204022, hole_card: ['D4', 'CJ']
name: strong2, hole_card: ['H9', 'H8']
name: b10204022, hole_card: ['D4', 'CJ']
name: strong2, hole_card: ['H9', 'H8']
name: b10204022, hole_card: ['D4', 'CJ']
name: strong2, hole_card: ['H9', 'H8']
name: b10204022, hole_card: ['D4', 'CJ']
name: strong2, hole_card: ['H9', 'H8']
community cards of this round: ['H5', 'D3', 'S3', 'H8', 'H7']
name: b10204022, hole_card: ['DA', 'H4']
name: strong2, hole_card: ['C4', 'SA']
name: b10204022, hole_card: ['DA', 'H4']
name: strong2, hole_card: ['C4', 'SA']
name: b10204022, hole_card: ['DA', 'H4']
name: strong2, hole_card: ['C4', 'SA']
community cards of this round: ['HJ', 'H3', 'HK', 'H5', 'S9']
name: b10204022, hole_card: ['C8', 'SK']
name: strong2, hole_card: ['S4', 'D6']
name: b10204022, hole_card: ['C8', 'SK']
name: strong2, hole_card: ['S4', 'D6']
name: b10204022, hole_card: ['C8', 'SK']
name: strong2, hole_card: ['S4', 'D6']
name: b10204022, hole_card: ['C8', 'SK']
name: strong2, hole_card: ['S4', 'D6']
community cards of this round: ['S5', 'CA', 'H3', 'DJ', 'DA']
name: b10204022, hole_card: ['SK', 'S2']
name: strong2, hole_card: ['S3', 'C2']
name: b10204022, hole_card: ['SK', 'S2']
name: strong2, hole_card: ['S3', 'C2']
name: b10204022, hole_card: ['SK', 'S2']
name: strong2, hole_card: ['S3', 'C2']
community cards of this round: ['S9', 'H6', 'HJ', 'H7', 'D6']
name: b10204022, hole_card: ['H8', 'CT']
name: strong2, hole_card: ['S4', 'CQ']
name: b10204022, hole_card: ['H8', 'CT']
name: strong2, hole_card: ['S4', 'CQ']
name: b10204022, hole_card: ['H8', 'CT']
name: strong2, hole_card: ['S4', 'CQ']
name: b10204022, hole_card: ['H8', 'CT']
name: strong2, hole_card: ['S4', 'CQ']
community cards of this round: ['S5', 'D5', 'C6', 'D3', 'S3']
name: b10204022, hole_card: ['H3', 'H7']
name: strong2, hole_card: ['S2', 'SQ']
name: b10204022, hole_card: ['H3', 'H7']
name: strong2, hole_card: ['S2', 'SQ']
name: b10204022, hole_card: ['H3', 'H7']
name: strong2, hole_card: ['S2', 'SQ']
name: b10204022, hole_card: ['H3', 'H7']
name: strong2, hole_card: ['S2', 'SQ']
name: b10204022, hole_card: ['H3', 'H7']
name: strong2, hole_card: ['S2', 'SQ']
name: b10204022, hole_card: ['H3', 'H7']
name: strong2, hole_card: ['S2', 'SQ']
name: b10204022, hole_card: ['H3', 'H7']
name: strong2, hole_card: ['S2', 'SQ']
community cards of this round: ['DT', 'C7', 'H8', 'S7', 'H9']
name: b10204022, hole_card: ['H7', 'HT']
name: strong2, hole_card: ['HJ', 'S8']
name: b10204022, hole_card: ['H7', 'HT']
name: strong2, hole_card: ['HJ', 'S8']
name: b10204022, hole_card: ['H7', 'HT']
name: strong2, hole_card: ['HJ', 'S8']
name: b10204022, hole_card: ['H7', 'HT']
name: strong2, hole_card: ['HJ', 'S8']
community cards of this round: ['D2', 'SA', 'D6', 'C3', 'C9']
name: b10204022, hole_card: ['S9', 'H7']
name: strong2, hole_card: ['CQ', 'DQ']
name: b10204022, hole_card: ['S9', 'H7']
name: strong2, hole_card: ['CQ', 'DQ']
name: b10204022, hole_card: ['S9', 'H7']
name: strong2, hole_card: ['CQ', 'DQ']
name: b10204022, hole_card: ['S9', 'H7']
name: strong2, hole_card: ['CQ', 'DQ']
community cards of this round: ['HA', 'D9', 'D2', 'S8', 'H7']
name: b10204022, hole_card: ['D7', 'H3']
name: strong2, hole_card: ['C9', 'DQ']
name: b10204022, hole_card: ['D7', 'H3']
name: strong2, hole_card: ['C9', 'DQ']
