community cards of this round: ['HA', 'H3', 'H9', 'D4', 'C6']
name: baseline1, hole_card: ['CT', 'S4']
name: b10202024, hole_card: ['DA', 'D6']
name: baseline7, hole_card: ['C5', 'CK']
name: b10202024, hole_card: ['DA', 'D6']
name: baseline7, hole_card: ['C5', 'CK']
name: b10202024, hole_card: ['DA', 'D6']
community cards of this round: ['DQ', 'SA', 'D4', 'H3', 'C7']
name: baseline7, hole_card: ['H5', 'HK']
name: b10202024, hole_card: ['HT', 'DJ']
name: baseline7, hole_card: ['H5', 'HK']
name: b10202024, hole_card: ['HT', 'DJ']
name: baseline7, hole_card: ['H5', 'HK']
name: b10202024, hole_card: ['HT', 'DJ']
name: baseline7, hole_card: ['H5', 'HK']
name: b10202024, hole_card: ['HT', 'DJ']
community cards of this round: ['D3', 'DK', 'SQ', 'DA', 'C4']
name: baseline7, hole_card: ['H6', 'S8']
name: b10202024, hole_card: ['S9', 'H8']
name: baseline7, hole_card: ['H6', 'S8']
name: b10202024, hole_card: ['S9', 'H8']
name: baseline7, hole_card: ['H6', 'S8']
name: b10202024, hole_card: ['S9', 'H8']
community cards of this round: ['DK', 'H6', 'S8', 'C4', 'D6']
name: baseline7, hole_card: ['HA', 'DT']
name: b10202024, hole_card: ['ST', 'HT']
name: baseline7, hole_card: ['HA', 'DT']
name: b10202024, hole_card: ['ST', 'HT']
name: baseline7, hole_card: ['HA', 'DT']
name: b10202024, hole_card: ['ST', 'HT']
name: baseline7, hole_card: ['HA', 'DT']
name: b10202024, hole_card: ['ST', 'HT']
community cards of this round: ['C3', 'S8', 'ST', 'CT', 'SK']
name: baseline7, hole_card: ['SQ', 'D7']
name: b10202024, hole_card: ['D3', 'CQ']
name: baseline7, hole_card: ['SQ', 'D7']
name: b10202024, hole_card: ['D3', 'CQ']
name: baseline7, hole_card: ['SQ', 'D7']
name: b10202024, hole_card: ['D3', 'CQ']
name: baseline7, hole_card: ['SQ', 'D7']
name: b10202024, hole_card: ['D3', 'CQ']
name: baseline7, hole_card: ['SQ', 'D7']
name: b10202024, hole_card: ['D3', 'CQ']
name: baseline7, hole_card: ['SQ', 'D7']
name: b10202024, hole_card: ['D3', 'CQ']
name: baseline7, hole_card: ['SQ', 'D7']
name: b10202024, hole_card: ['D3', 'CQ']
name: baseline7, hole_card: ['SQ', 'D7']
name: b10202024, hole_card: ['D3', 'CQ']
name: baseline7, hole_card: ['SQ', 'D7']
name: b10202024, hole_card: ['D3', 'CQ']
community cards of this round: ['C8', 'SQ', 'H2', 'D4', 'H4']
name: baseline7, hole_card: ['DJ', 'D8']
name: b10202024, hole_card: ['S6', 'ST']
name: baseline7, hole_card: ['DJ', 'D8']
name: b10202024, hole_card: ['S6', 'ST']
name: baseline7, hole_card: ['DJ', 'D8']
name: b10202024, hole_card: ['S6', 'ST']
community cards of this round: ['DT', 'HT', 'ST', 'CQ', 'SQ']
name: baseline7, hole_card: ['S9', 'S4']
name: b10202024, hole_card: ['D8', 'C7']
name: baseline7, hole_card: ['S9', 'S4']
name: b10202024, hole_card: ['D8', 'C7']
name: baseline7, hole_card: ['S9', 'S4']
name: b10202024, hole_card: ['D8', 'C7']
community cards of this round: ['D5', 'S6', 'HT', 'CQ', 'SQ']
name: baseline7, hole_card: ['CA', 'CK']
name: b10202024, hole_card: ['H7', 'S3']
name: baseline7, hole_card: ['CA', 'CK']
name: b10202024, hole_card: ['H7', 'S3']
community cards of this round: ['D2', 'H6', 'CT', 'C6', 'S8']
name: baseline7, hole_card: ['HK', 'S3']
name: b10202024, hole_card: ['H2', 'C8']
name: baseline7, hole_card: ['HK', 'S3']
name: b10202024, hole_card: ['H2', 'C8']
name: baseline7, hole_card: ['HK', 'S3']
name: b10202024, hole_card: ['H2', 'C8']
community cards of this round: ['D2', 'H2', 'S9', 'S6', 'DT']
name: baseline7, hole_card: ['C7', 'C9']
name: b10202024, hole_card: ['SK', 'S2']
name: baseline7, hole_card: ['C7', 'C9']
name: b10202024, hole_card: ['SK', 'S2']
community cards of this round: ['D9', 'SK', 'S2', 'SA', 'DK']
name: baseline7, hole_card: ['HJ', 'SJ']
name: b10202024, hole_card: ['C7', 'H8']
name: baseline7, hole_card: ['HJ', 'SJ']
name: b10202024, hole_card: ['C7', 'H8']
name: baseline7, hole_card: ['HJ', 'SJ']
name: b10202024, hole_card: ['C7', 'H8']
community cards of this round: ['C7', 'C9', 'H7', 'D6', 'S7']
name: baseline7, hole_card: ['S3', 'CT']
name: b10202024, hole_card: ['DA', 'H2']
name: baseline7, hole_card: ['S3', 'CT']
name: b10202024, hole_card: ['DA', 'H2']
community cards of this round: ['S2', 'C7', 'SJ', 'S3', 'HA']
name: baseline7, hole_card: ['S6', 'CK']
name: b10202024, hole_card: ['D3', 'D4']
name: baseline7, hole_card: ['S6', 'CK']
name: b10202024, hole_card: ['D3', 'D4']
name: baseline7, hole_card: ['S6', 'CK']
name: b10202024, hole_card: ['D3', 'D4']
community cards of this round: ['D3', 'CA', 'H5', 'C5', 'S5']
name: baseline7, hole_card: ['S3', 'S7']
name: b10202024, hole_card: ['H7', 'S8']
name: baseline7, hole_card: ['S3', 'S7']
name: b10202024, hole_card: ['H7', 'S8']
community cards of this round: ['S5', 'S7', 'C3', 'D2', 'DA']
name: baseline7, hole_card: ['C9', 'C7']
name: b10202024, hole_card: ['D6', 'SA']
name: baseline7, hole_card: ['C9', 'C7']
name: b10202024, hole_card: ['D6', 'SA']
name: baseline7, hole_card: ['C9', 'C7']
name: b10202024, hole_card: ['D6', 'SA']
community cards of this round: ['S5', 'HQ', 'H9', 'H2', 'CA']
name: baseline7, hole_card: ['H4', 'C2']
name: b10202024, hole_card: ['CT', 'CK']
name: baseline7, hole_card: ['H4', 'C2']
name: b10202024, hole_card: ['CT', 'CK']
community cards of this round: ['S4', 'D9', 'C7', 'H2', 'SA']
name: baseline7, hole_card: ['S3', 'DK']
name: b10202024, hole_card: ['D2', 'H6']
name: baseline7, hole_card: ['S3', 'DK']
name: b10202024, hole_card: ['D2', 'H6']
name: baseline7, hole_card: ['S3', 'DK']
name: b10202024, hole_card: ['D2', 'H6']
community cards of this round: ['H4', 'D9', 'C3', 'C8', 'D3']
name: baseline7, hole_card: ['D6', 'H7']
name: b10202024, hole_card: ['HJ', 'S3']
name: baseline7, hole_card: ['D6', 'H7']
name: b10202024, hole_card: ['HJ', 'S3']
community cards of this round: ['DT', 'S9', 'HJ', 'S2', 'D7']
name: baseline7, hole_card: ['CJ', 'H7']
name: b10202024, hole_card: ['CA', 'C2']
name: baseline7, hole_card: ['CJ', 'H7']
name: b10202024, hole_card: ['CA', 'C2']
name: baseline7, hole_card: ['CJ', 'H7']
name: b10202024, hole_card: ['CA', 'C2']
community cards of this round: ['S9', 'C4', 'HK', 'ST', 'S6']
name: baseline7, hole_card: ['H8', 'S8']
name: b10202024, hole_card: ['D8', 'HT']
name: baseline7, hole_card: ['H8', 'S8']
name: b10202024, hole_card: ['D8', 'HT']
b10202024 vs baseline7 - Game 3: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'baseline7', 'uuid': 'skrmibbcmidebecuxqpnyt', 'stack': 1675, 'state': 'participating'}, {'name': 'b10202024', 'uuid': 'ilduflzaveslobkqjbfcle', 'stack': 325.0, 'state': 'participating'}]}
community cards of this round: ['C9', 'HJ', 'HA', 'C6', 'S3']
name: b10202024, hole_card: ['C5', 'CK']
name: baseline7, hole_card: ['DA', 'D6']
name: b10202024, hole_card: ['C5', 'CK']
name: baseline7, hole_card: ['DA', 'D6']
name: b10202024, hole_card: ['C5', 'CK']
name: baseline7, hole_card: ['DA', 'D6']
name: b10202024, hole_card: ['C5', 'CK']
name: baseline7, hole_card: ['DA', 'D6']
name: b10202024, hole_card: ['C5', 'CK']
name: baseline7, hole_card: ['DA', 'D6']
name: b10202024, hole_card: ['C5', 'CK']
name: baseline7, hole_card: ['DA', 'D6']
name: b10202024, hole_card: ['C5', 'CK']
name: baseline7, hole_card: ['DA', 'D6']
name: b10202024, hole_card: ['C5', 'CK']
name: baseline7, hole_card: ['DA', 'D6']
name: b10202024, hole_card: ['C5', 'CK']
name: baseline7, hole_card: ['DA', 'D6']
name: b10202024, hole_card: ['C5', 'CK']
name: baseline7, hole_card: ['DA', 'D6']
name: b10202024, hole_card: ['C5', 'CK']
name: baseline7, hole_card: ['DA', 'D6']
name: b10202024, hole_card: ['C5', 'CK']
name: baseline7, hole_card: ['DA', 'D6']
b10202024 vs baseline7 - Game 4: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10202024', 'uuid': 'fsnqxveahymhlloftbhbwf', 'stack': 0, 'state': 'folded'}, {'name': 'baseline7', 'uuid': 'wjqrheuxhbwcjwkbwkxgmc', 'stack': 2000, 'state': 'participating'}]}
community cards of this round: ['S7', 'C6', 'H5', 'D8', 'S5']
name: baseline7, hole_card: ['D4', 'HJ']
name: b10202024, hole_card: ['C9', 'H8']
name: baseline7, hole_card: ['D4', 'HJ']
name: b10202024, hole_card: ['C9', 'H8']
name: baseline7, hole_card: ['D4', 'HJ']
name: b10202024, hole_card: ['C9', 'H8']
community cards of this round: ['C2', 'HT', 'CQ', 'HQ', 'C3']
name: baseline7, hole_card: ['C7', 'S7']
name: b10202024, hole_card: ['D9', 'DJ']
name: baseline7, hole_card: ['C7', 'S7']
name: b10202024, hole_card: ['D9', 'DJ']
name: baseline7, hole_card: ['C7', 'S7']
name: b10202024, hole_card: ['D9', 'DJ']
name: baseline7, hole_card: ['C7', 'S7']
name: b10202024, hole_card: ['D9', 'DJ']
name: baseline7, hole_card: ['C7', 'S7']
name: b10202024, hole_card: ['D9', 'DJ']
name: baseline7, hole_card: ['C7', 'S7']
name: b10202024, hole_card: ['D9', 'DJ']
name: baseline7, hole_card: ['C7', 'S7']
name: b10202024, hole_card: ['D9', 'DJ']
name: baseline7, hole_card: ['C7', 'S7']
name: b10202024, hole_card: ['D9', 'DJ']
name: baseline7, hole_card: ['C7', 'S7']
name: b10202024, hole_card: ['D9', 'DJ']
name: baseline7, hole_card: ['C7', 'S7']
name: b10202024, hole_card: ['D9', 'DJ']
name: baseline7, hole_card: ['C7', 'S7']
name: b10202024, hole_card: ['D9', 'DJ']
community cards of this round: ['D5', 'D6', 'CT', 'CJ', 'DQ']
name: baseline7, hole_card: ['D9', 'SK']
name: b10202024, hole_card: ['HK', 'DK']
name: baseline7, hole_card: ['D9', 'SK']
name: b10202024, hole_card: ['HK', 'DK']
name: baseline7, hole_card: ['D9', 'SK']
name: b10202024, hole_card: ['HK', 'DK']
community cards of this round: ['CK', 'H2', 'D7', 'SQ', 'ST']
name: baseline7, hole_card: ['S6', 'DK']
name: b10202024, hole_card: ['DT', 'D6']
name: baseline7, hole_card: ['S6', 'DK']
name: b10202024, hole_card: ['DT', 'D6']
name: baseline7, hole_card: ['S6', 'DK']
name: b10202024, hole_card: ['DT', 'D6']
name: baseline7, hole_card: ['S6', 'DK']
name: b10202024, hole_card: ['DT', 'D6']
community cards of this round: ['H2', 'C6', 'H5', 'DA', 'D8']
name: baseline7, hole_card: ['ST', 'SK']
name: b10202024, hole_card: ['SA', 'HJ']
name: baseline7, hole_card: ['ST', 'SK']
name: b10202024, hole_card: ['SA', 'HJ']
name: baseline7, hole_card: ['ST', 'SK']
name: b10202024, hole_card: ['SA', 'HJ']
name: baseline7, hole_card: ['ST', 'SK']
name: b10202024, hole_card: ['SA', 'HJ']
name: baseline7, hole_card: ['ST', 'SK']
name: b10202024, hole_card: ['SA', 'HJ']
name: baseline7, hole_card: ['ST', 'SK']
name: b10202024, hole_card: ['SA', 'HJ']
name: baseline7, hole_card: ['ST', 'SK']
name: b10202024, hole_card: ['SA', 'HJ']
name: baseline7, hole_card: ['ST', 'SK']
name: b10202024, hole_card: ['SA', 'HJ']
name: baseline7, hole_card: ['ST', 'SK']
name: b10202024, hole_card: ['SA', 'HJ']
community cards of this round: ['C7', 'HJ', 'H6', 'S2', 'SK']
name: baseline7, hole_card: ['CJ', 'SQ']
name: b10202024, hole_card: ['H4', 'D8']
name: baseline7, hole_card: ['CJ', 'SQ']
name: b10202024, hole_card: ['H4', 'D8']
name: baseline7, hole_card: ['CJ', 'SQ']
name: b10202024, hole_card: ['H4', 'D8']
name: baseline7, hole_card: ['CJ', 'SQ']
name: b10202024, hole_card: ['H4', 'D8']
name: baseline7, hole_card: ['CJ', 'SQ']
name: b10202024, hole_card: ['H4', 'D8']
community cards of this round: ['ST', 'DK', 'S6', 'S8', 'C8']
name: baseline7, hole_card: ['D3', 'HJ']
name: b10202024, hole_card: ['S7', 'D5']
name: baseline7, hole_card: ['D3', 'HJ']
name: b10202024, hole_card: ['S7', 'D5']
name: baseline7, hole_card: ['D3', 'HJ']
name: b10202024, hole_card: ['S7', 'D5']
community cards of this round: ['HJ', 'S9', 'CA', 'H4', 'D6']
name: baseline7, hole_card: ['DT', 'C2']
name: b10202024, hole_card: ['C8', 'DQ']
name: baseline7, hole_card: ['DT', 'C2']
name: b10202024, hole_card: ['C8', 'DQ']
community cards of this round: ['SJ', 'S3', 'H6', 'D4', 'CQ']
name: baseline7, hole_card: ['HK', 'HQ']
name: b10202024, hole_card: ['SQ', 'D5']
name: baseline7, hole_card: ['HK', 'HQ']
name: b10202024, hole_card: ['SQ', 'D5']
name: baseline7, hole_card: ['HK', 'HQ']
name: b10202024, hole_card: ['SQ', 'D5']
community cards of this round: ['HJ', 'ST', 'C5', 'C8', 'D7']
name: baseline7, hole_card: ['S5', 'DQ']
name: b10202024, hole_card: ['S2', 'DJ']
name: baseline7, hole_card: ['S5', 'DQ']
name: b10202024, hole_card: ['S2', 'DJ']
community cards of this round: ['S2', 'CT', 'H7', 'C3', 'CA']
name: baseline7, hole_card: ['ST', 'DK']
name: b10202024, hole_card: ['S4', 'H4']
name: baseline7, hole_card: ['ST', 'DK']
name: b10202024, hole_card: ['S4', 'H4']
name: baseline7, hole_card: ['ST', 'DK']
name: b10202024, hole_card: ['S4', 'H4']
community cards of this round: ['H8', 'DJ', 'H3', 'D4', 'D5']
name: baseline7, hole_card: ['C4', 'SK']
name: b10202024, hole_card: ['D7', 'SJ']
name: baseline7, hole_card: ['C4', 'SK']
name: b10202024, hole_card: ['D7', 'SJ']
community cards of this round: ['SA', 'DT', 'D7', 'D8', 'D3']
name: baseline7, hole_card: ['H2', 'SJ']
name: b10202024, hole_card: ['HQ', 'DA']
name: baseline7, hole_card: ['H2', 'SJ']
name: b10202024, hole_card: ['HQ', 'DA']
name: baseline7, hole_card: ['H2', 'SJ']
name: b10202024, hole_card: ['HQ', 'DA']
community cards of this round: ['S6', 'DK', 'CT', 'C9', 'HK']
name: baseline7, hole_card: ['C5', 'HA']
name: b10202024, hole_card: ['C3', 'C2']
name: baseline7, hole_card: ['C5', 'HA']
name: b10202024, hole_card: ['C3', 'C2']
community cards of this round: ['S8', 'S4', 'S2', 'D4', 'CQ']
name: baseline7, hole_card: ['S9', 'D5']
name: b10202024, hole_card: ['C8', 'SJ']
name: baseline7, hole_card: ['S9', 'D5']
name: b10202024, hole_card: ['C8', 'SJ']
name: baseline7, hole_card: ['S9', 'D5']
name: b10202024, hole_card: ['C8', 'SJ']
community cards of this round: ['DK', 'CJ', 'H2', 'HK', 'C7']
name: baseline7, hole_card: ['C8', 'DA']
name: b10202024, hole_card: ['CT', 'S2']
name: baseline7, hole_card: ['C8', 'DA']
name: b10202024, hole_card: ['CT', 'S2']
community cards of this round: ['S6', 'H6', 'SK', 'H9', 'DK']
name: baseline7, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['S2', 'C2']
name: baseline7, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['S2', 'C2']
name: baseline7, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['S2', 'C2']
community cards of this round: ['SQ', 'DA', 'HA', 'S9', 'CQ']
name: baseline7, hole_card: ['S2', 'H7']
name: b10202024, hole_card: ['ST', 'SK']
name: baseline7, hole_card: ['S2', 'H7']
name: b10202024, hole_card: ['ST', 'SK']
community cards of this round: ['HT', 'SK', 'DQ', 'H4', 'H8']
name: baseline7, hole_card: ['H2', 'H9']
name: b10202024, hole_card: ['H3', 'C3']
name: baseline7, hole_card: ['H2', 'H9']
name: b10202024, hole_card: ['H3', 'C3']
name: baseline7, hole_card: ['H2', 'H9']
name: b10202024, hole_card: ['H3', 'C3']
community cards of this round: ['C8', 'HT', 'H8', 'S4', 'SA']
name: baseline7, hole_card: ['DQ', 'CK']
name: b10202024, hole_card: ['DT', 'HA']
name: baseline7, hole_card: ['DQ', 'CK']
name: b10202024, hole_card: ['DT', 'HA']
b10202024 vs baseline7 - Game 5: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'baseline7', 'uuid': 'xsqxzwgfusnwdxkksnwpwo', 'stack': 1715, 'state': 'participating'}, {'name': 'b10202024', 'uuid': 'vtiyedejlvgcmwxagovvqb', 'stack': 285.0, 'state': 'participating'}]}
b10202024 vs baseline7 - Match Result: 3 games won, 5 points earned
community cards of this round: ['D3', 'C7', 'H3', 'SJ', 'D2']
name: strong1, hole_card: ['DT', 'SQ']
name: b10202024, hole_card: ['HQ', 'HJ']
name: strong1, hole_card: ['DT', 'SQ']
name: b10202024, hole_card: ['HQ', 'HJ']
name: strong1, hole_card: ['DT', 'SQ']
name: b10202024, hole_card: ['HQ', 'HJ']
community cards of this round: ['HT', 'C7', 'S7', 'SA', 'S8']
name: strong1, hole_card: ['DJ', 'CA']
name: b10202024, hole_card: ['S5', 'C8']
name: strong1, hole_card: ['DJ', 'CA']
name: b10202024, hole_card: ['S5', 'C8']
community cards of this round: ['DJ', 'S4', 'C4', 'H4', 'D8']
name: strong1, hole_card: ['HQ', 'D3']
name: b10202024, hole_card: ['CK', 'DQ']
name: strong1, hole_card: ['HQ', 'D3']
name: b10202024, hole_card: ['CK', 'DQ']
name: strong1, hole_card: ['HQ', 'D3']
name: b10202024, hole_card: ['CK', 'DQ']
community cards of this round: ['C2', 'SJ', 'S5', 'DQ', 'C4']
name: strong1, hole_card: ['D9', 'D6']
name: b10202024, hole_card: ['S6', 'HA']
name: strong1, hole_card: ['D9', 'D6']
name: b10202024, hole_card: ['S6', 'HA']
community cards of this round: ['HJ', 'SK', 'S8', 'DQ', 'D2']
name: strong1, hole_card: ['H7', 'CA']
name: b10202024, hole_card: ['C3', 'D8']
name: strong1, hole_card: ['H7', 'CA']
name: b10202024, hole_card: ['C3', 'D8']
name: strong1, hole_card: ['H7', 'CA']
name: b10202024, hole_card: ['C3', 'D8']
name: strong1, hole_card: ['H7', 'CA']
name: b10202024, hole_card: ['C3', 'D8']
name: strong1, hole_card: ['H7', 'CA']
name: b10202024, hole_card: ['C3', 'D8']
community cards of this round: ['H9', 'HK', 'HA', 'H7', 'S3']
name: strong1, hole_card: ['C2', 'D3']
name: b10202024, hole_card: ['DJ', 'SA']
name: strong1, hole_card: ['C2', 'D3']
name: b10202024, hole_card: ['DJ', 'SA']
name: strong1, hole_card: ['C2', 'D3']
name: b10202024, hole_card: ['DJ', 'SA']
name: strong1, hole_card: ['C2', 'D3']
name: b10202024, hole_card: ['DJ', 'SA']
community cards of this round: ['S9', 'S2', 'D2', 'S3', 'C7']
name: strong1, hole_card: ['C9', 'CJ']
name: b10202024, hole_card: ['H6', 'CQ']
name: strong1, hole_card: ['C9', 'CJ']
name: b10202024, hole_card: ['H6', 'CQ']
name: strong1, hole_card: ['C9', 'CJ']
name: b10202024, hole_card: ['H6', 'CQ']
community cards of this round: ['S4', 'D7', 'HK', 'D3', 'DQ']
name: strong1, hole_card: ['HT', 'C3']
name: b10202024, hole_card: ['DT', 'C7']
name: strong1, hole_card: ['HT', 'C3']
name: b10202024, hole_card: ['DT', 'C7']
community cards of this round: ['D9', 'HJ', 'S6', 'C2', 'S7']
name: strong1, hole_card: ['S5', 'HQ']
name: b10202024, hole_card: ['H2', 'D5']
name: strong1, hole_card: ['S5', 'HQ']
name: b10202024, hole_card: ['H2', 'D5']
name: strong1, hole_card: ['S5', 'HQ']
name: b10202024, hole_card: ['H2', 'D5']
name: strong1, hole_card: ['S5', 'HQ']
name: b10202024, hole_card: ['H2', 'D5']
community cards of this round: ['SA', 'S3', 'CQ', 'D6', 'C4']
name: strong1, hole_card: ['H9', 'CA']
name: b10202024, hole_card: ['S6', 'H7']
name: strong1, hole_card: ['H9', 'CA']
name: b10202024, hole_card: ['S6', 'H7']
name: strong1, hole_card: ['H9', 'CA']
name: b10202024, hole_card: ['S6', 'H7']
name: strong1, hole_card: ['H9', 'CA']
name: b10202024, hole_card: ['S6', 'H7']
community cards of this round: ['C9', 'SK', 'CA', 'S5', 'SQ']
name: strong1, hole_card: ['C4', 'HA']
name: b10202024, hole_card: ['H8', 'SA']
name: strong1, hole_card: ['C4', 'HA']
name: b10202024, hole_card: ['H8', 'SA']
name: strong1, hole_card: ['C4', 'HA']
name: b10202024, hole_card: ['H8', 'SA']
name: strong1, hole_card: ['C4', 'HA']
name: b10202024, hole_card: ['H8', 'SA']
name: strong1, hole_card: ['C4', 'HA']
name: b10202024, hole_card: ['H8', 'SA']
community cards of this round: ['D3', 'HA', 'HJ', 'S6', 'DQ']
name: strong1, hole_card: ['SQ', 'C7']
name: b10202024, hole_card: ['H3', 'C9']
name: strong1, hole_card: ['SQ', 'C7']
name: b10202024, hole_card: ['H3', 'C9']
name: strong1, hole_card: ['SQ', 'C7']
name: b10202024, hole_card: ['H3', 'C9']
community cards of this round: ['SK', 'H4', 'H3', 'DA', 'H6']
name: strong1, hole_card: ['HK', 'C3']
name: b10202024, hole_card: ['C8', 'S7']
name: strong1, hole_card: ['HK', 'C3']
name: b10202024, hole_card: ['C8', 'S7']
community cards of this round: ['S6', 'D7', 'DQ', 'HK', 'CA']
name: strong1, hole_card: ['D6', 'DT']
name: b10202024, hole_card: ['SK', 'H2']
name: strong1, hole_card: ['D6', 'DT']
name: b10202024, hole_card: ['SK', 'H2']
name: strong1, hole_card: ['D6', 'DT']
name: b10202024, hole_card: ['SK', 'H2']
community cards of this round: ['DA', 'DT', 'DJ', 'D8', 'D6']
name: strong1, hole_card: ['S8', 'SQ']
name: b10202024, hole_card: ['S4', 'CJ']
name: strong1, hole_card: ['S8', 'SQ']
name: b10202024, hole_card: ['S4', 'CJ']
community cards of this round: ['H6', 'H8', 'ST', 'H9', 'H3']
name: strong1, hole_card: ['C4', 'SJ']
name: b10202024, hole_card: ['D3', 'CQ']
name: strong1, hole_card: ['C4', 'SJ']
name: b10202024, hole_card: ['D3', 'CQ']
name: strong1, hole_card: ['C4', 'SJ']
name: b10202024, hole_card: ['D3', 'CQ']
